-1.0000e-01,0.500688
-9.998e-02,0.503062
-9.996e-02,0.507219
-9.994e-02,0.510687
-9.992e-02,0.51275
-9.990e-02,0.515813
-9.988e-02,0.518656
-9.986e-02,0.51975
-9.984e-02,0.522281
-9.982e-02,0.525312
-9.980e-02,0.525844
-9.978e-02,0.529094
-9.976e-02,0.533125
-9.974e-02,0.534344
-9.972e-02,0.537375
-9.970e-02,0.539563
-9.968e-02,0.540219
-9.966e-02,0.544156
-9.964e-02,0.548031
-9.962e-02,0.550031
-9.960e-02,0.552219
-9.958e-02,0.551906
-9.956e-02,0.554625
-9.954e-02,0.558344
-9.952e-02,0.559656
-9.950e-02,0.560688
-9.948e-02,0.565719
-9.946e-02,0.566844
-9.944e-02,0.569813
-9.942e-02,0.570906
-9.940e-02,0.570625
-9.938e-02,0.574375
-9.936e-02,0.577844
-9.934e-02,0.580594
-9.932e-02,0.58075
-9.930e-02,0.582625
-9.928e-02,0.584219
-9.926e-02,0.587187
-9.924e-02,0.590375
-9.922e-02,0.592469
-9.920e-02,0.594875
-9.918e-02,0.595875
-9.916e-02,0.596719
-9.914e-02,0.600969
-9.912e-02,0.604625
-9.910e-02,0.605
-9.908e-02,0.606813
-9.906e-02,0.60875
-9.904e-02,0.60925
-9.902e-02,0.612656
-9.900e-02,0.614031
-9.898e-02,0.6135
-9.896e-02,0.61575
-9.894e-02,0.61975
-9.892e-02,0.62275
-9.890e-02,0.624188
-9.888e-02,0.625812
-9.886e-02,0.626
-9.884e-02,0.62975
-9.882e-02,0.631438
-9.880e-02,0.634156
-9.878e-02,0.636094
-9.876e-02,0.636906
-9.874e-02,0.638656
-9.872e-02,0.638813
-9.870e-02,0.641906
-9.868e-02,0.645031
-9.866e-02,0.64675
-9.864e-02,0.648
-9.862e-02,0.64975
-9.860e-02,0.651344
-9.858e-02,0.651656
-9.856e-02,0.655
-9.854e-02,0.656844
-9.852e-02,0.657625
-9.850e-02,0.659156
-9.848e-02,0.661375
-9.846e-02,0.663906
-9.844e-02,0.665062
-9.842e-02,0.667594
-9.840e-02,0.668312
-9.838e-02,0.669688
-9.836e-02,0.672469
-9.834e-02,0.672156
-9.832e-02,0.672563
-9.830e-02,0.675406
-9.828e-02,0.6785
-9.826e-02,0.680719
-9.824e-02,0.682844
-9.822e-02,0.684656
-9.820e-02,0.685344
-9.818e-02,0.686
-9.816e-02,0.688375
-9.814e-02,0.690906
-9.812e-02,0.692938
-9.810e-02,0.694406
-9.808e-02,0.695063
-9.806e-02,0.696406
-9.804e-02,0.696063
-9.802e-02,0.698094
-9.800e-02,0.699781
-9.798e-02,0.702562
-9.796e-02,0.703313
-9.794e-02,0.704219
-9.792e-02,0.707656
-9.790e-02,0.708344
-9.788e-02,0.709688
-9.786e-02,0.711906
-9.784e-02,0.712531
-9.782e-02,0.713625
-9.780e-02,0.714938
-9.778e-02,0.716781
-9.776e-02,0.718375
-9.774e-02,0.721156
-9.772e-02,0.721531
-9.770e-02,0.722625
-9.768e-02,0.724156
-9.766e-02,0.726063
-9.764e-02,0.7285
-9.762e-02,0.729188
-9.760e-02,0.730156
-9.758e-02,0.728875
-9.756e-02,0.732875
-9.754e-02,0.733531
-9.752e-02,0.734719
-9.750e-02,0.737563
-9.748e-02,0.737906
-9.746e-02,0.740219
-9.744e-02,0.739219
-9.742e-02,0.739187
-9.740e-02,0.742375
-9.738e-02,0.744781
-9.736e-02,0.745
-9.734e-02,0.747063
-9.732e-02,0.746313
-9.730e-02,0.748313
-9.728e-02,0.750062
-9.726e-02,0.753469
-9.724e-02,0.754156
-9.722e-02,0.756094
-9.720e-02,0.756438
-9.718e-02,0.756656
-9.716e-02,0.759375
-9.714e-02,0.761563
-9.712e-02,0.761687
-9.710e-02,0.763094
-9.708e-02,0.7635
-9.706e-02,0.765313
-9.704e-02,0.768125
-9.702e-02,0.766625
-9.700e-02,0.767469
-9.698e-02,0.7695
-9.696e-02,0.770969
-9.694e-02,0.773094
-9.692e-02,0.773219
-9.690e-02,0.774
-9.688e-02,0.776
-9.686e-02,0.777938
-9.684e-02,0.779188
-9.682e-02,0.779906
-9.680e-02,0.780531
-9.678e-02,0.779875
-9.676e-02,0.781625
-9.674e-02,0.782219
-9.672e-02,0.783219
-9.670e-02,0.786437
-9.668e-02,0.788406
-9.666e-02,0.788844
-9.664e-02,0.791906
-9.662e-02,0.791781
-9.660e-02,0.791375
-9.658e-02,0.793312
-9.656e-02,0.794875
-9.654e-02,0.794719
-9.652e-02,0.795688
-9.650e-02,0.798312
-9.648e-02,0.799781
-9.646e-02,0.799188
-9.644e-02,0.801344
-9.642e-02,0.800875
-9.640e-02,0.801813
-9.638e-02,0.803156
-9.636e-02,0.804312
-9.634e-02,0.803188
-9.632e-02,0.805438
-9.630e-02,0.808437
-9.628e-02,0.808844
-9.626e-02,0.810094
-9.624e-02,0.812125
-9.622e-02,0.812156
-9.620e-02,0.812594
-9.618e-02,0.813281
-9.616e-02,0.814844
-9.614e-02,0.816906
-9.612e-02,0.817813
-9.610e-02,0.818281
-9.608e-02,0.819562
-9.606e-02,0.820375
-9.604e-02,0.818688
-9.602e-02,0.820937
-9.600e-02,0.822344
-9.598e-02,0.823469
-9.596e-02,0.824812
-9.594e-02,0.82625
-9.592e-02,0.826031
-9.590e-02,0.825719
-9.588e-02,0.828813
-9.586e-02,0.829344
-9.584e-02,0.829281
-9.582e-02,0.829781
-9.580e-02,0.831188
-9.578e-02,0.833094
-9.576e-02,0.833188
-9.574e-02,0.834531
-9.572e-02,0.835344
-9.570e-02,0.835438
-9.568e-02,0.838156
-9.566e-02,0.839031
-9.564e-02,0.838562
